AU;AF;CR;AB;AR;BE;BN;BP;C1;C3;CA;CL;CT;CY;DA;DE;DI;DT;EA;EF;EI;EM;EP;ER;FU;FX;GA;GP;HO;ID;IS;J9;JI;LA;NR;OA;OI;PA;PD;PG;PI;PM;PN;PT;PU;PY;RI;RP;SC;SE;SN;SO;SP;TC;TI;U1;U2;UT;VL;WC;WE;Z9;C1raw;DB;AU_UN;AU1_UN;AU_UN_NR;SR_FULL;SR
191414014;191414014;;;;;;;PM;;;;;;31/12/2024;"teori antrean; pajak kendaraan";;;;;;;;;;;;;;"teori antrean; pajak kendaraan";;;;;;;;;20221;;;;;;;2022;;;;;;;;;PENERAPAN TEORI ANTREAN PADA PERPANJANGAN PAJAK KENDARAAN LIMA TAHUNAN DI SAMSAT KOTA YOGYAKARTA;;;;;;;;;;;;;;
191414024;191414024;;;;;;;PM;;;;;;31/12/2024;"representasi matematis; problem based learning; program linear";;;;;;;;;;;;;;"representasi matematis; problem based learning; program linear";;;;;;;;;20221;;;;;;;2022;;;;;;;;;ANALISIS KEMAMPUAN  REPRESENTASI MATEMATIS SISWA KELAS XI MIPA 2 SMA NEGERI 2 NGAGLIK  SETELAH MENGALAMI MODEL PEMBELAJARAN BERBASIS MASALAH UNTUK  MATERI PROGRAM LINEAR;;;;;;;;;;;;;;
191414003;191414003;;;;;;;PM;;;;;;31/12/2024;"etnomatematika; harga; makanan; spldv; modul";;;;;;;;;;;;;;"etnomatematika; harga; makanan; spldv; modul";;;;;;;;;20221;;;;;;;2022;;;;;;;;;ETNOMATEMATIKA PADA KONTEKS HARGA MAKANAN KHAS BAKPIA SEBAGAI MODUL PEMBELAJARAN SISTEM PERSAMAAN LINEAR DUA VARIABEL KELAS VIII;;;;;;;;;;;;;;
191414007;191414007;;;;;;;PM;;;;;;31/12/2024;"aktivitas pembelajaran; desmos; persamaan kuadrat";;;;;;;;;;;;;;"aktivitas pembelajaran; desmos; persamaan kuadrat";;;;;;;;;20221;;;;;;;2022;;;;;;;;;PENGEMBANGAN AKTIVITAS PEMBELAJARAN MENGGUNAKAN DESMOS CLASSROOM ACTIVITIES UNTUK MEMBANTU PESERTA DIDIK MEMAHAMI FAKTORISASI PADA MATERI PERSAMAAN KUADRAT;;;;;;;;;;;;;;
191414059;191414059;;;;;;;PM;;;;;;31/12/2024;"computational thinking; soal cerita; program linear; gender";;;;;;;;;;;;;;"computational thinking; soal cerita; program linear; gender";;;;;;;;;20221;;;;;;;2022;;;;;;;;;ANALISIS PROSES BERPIKIR KOMPUTASIONAL SISWA KELAS XI SMA BHAKTI TUNAS HARAPAN DALAM MENYELESAIKAN SOAL CERITA PROGRAM LINEAR DUA VARIABEL DITINJAU DARI GENDER;;;;;;;;;;;;;;
191414090;191414090;;;;;;;PM;;;;;;31/12/2024;"media; media pembelajaran; bangun datar";;;;;;;;;;;;;;"media; media pembelajaran; bangun datar";;;;;;;;;20221;;;;;;;2022;;;;;;;;;PENGEMBANGAN MEDIA PEMBELAJARAN ANIMASI POP-UP BOOK ELEKTRONIK MATERI BANGUN DATAR KELAS VII SMP;;;;;;;;;;;;;;
191414002;191414002;;;;;;;PM;;;;;;31/12/2024;"aktivitas pembelajaran; desmos; fungsi kuadrat; grafik";;;;;;;;;;;;;;"aktivitas pembelajaran; desmos; fungsi kuadrat; grafik";;;;;;;;;20221;;;;;;;2022;;;;;;;;;PENGEMBANGAN AKTIVITAS PEMBELAJARAN DENGAN DESMOS CLASSROOM ACTIVITIES UNTUK MEMBANTU PESERTA DIDIK MEMAHAMI HUBUNGAN ANTARA KOEFISIEN DAN DISKRIMINAN FUNGSI KUADRAT DENGAN GRAFIKNYA;;;;;;;;;;;;;;
191414011;191414011;;;;;;;PM;;;;;;31/12/2024;"pemecahan masalah; plsv; problem based learning";;;;;;;;;;;;;;"pemecahan masalah; plsv; problem based learning";;;;;;;;;20221;;;;;;;2022;;;;;;;;;ANALISIS KEMAMPUAN PEMECAHAN MASALAH PESERTA DIDIK KELAS VII SMP KANISIUS GAYAM PADA MATERI PERSAMAAN LINEAR SATU VARIABEL DENGAN MODEL PEMBELAJARAN BERBASIS MASALAH;;;;;;;;;;;;;;
191414045;191414045;;;;;;;PM;;;;;;31/12/2024;"etnomatematika; permainan; engklek; rancangan pembelajaran; translasi";;;;;;;;;;;;;;"etnomatematika; permainan; engklek; rancangan pembelajaran; translasi";;;;;;;;;20221;;;;;;;2022;;;;;;;;;KAJIAN ETNOMATEMATIKA PERMAINAN ENGKLEK DAN RANCANGAN PEMBELAJARAN UNTUK MATERI TRANSLASI BAGI SISWA KELAS XI DENGAN MENGGUNAKAN KONTEKS PERMAINAN ENGKLEK;;;;;;;;;;;;;;
191414013;191414013;;;;;;;PM;;;;;;31/12/2024;"soal; pisa; ruang dan bentuk; literasi matematika; bangun datar";;;;;;;;;;;;;;"soal; pisa; ruang dan bentuk; literasi matematika; bangun datar";;;;;;;;;20221;;;;;;;2022;;;;;;;;;PENGEMBANGAN SOAL BERBASIS PISA PADA KONTEN SPACE AND SHAPE UNTUK MENGEMBANGKAN LITERASI MATEMATIKA TOPIK PEMBELAJARAN BANGUN DATAR SMP STELLA DUCE 1 YOGYAKARTA TAHUN AJARAN 2022/2023;;;;;;;;;;;;;;
191414046;191414046;;;;;;;PM;;;;;;31/12/2024;"media; media pembelajaran; desmos; pemahaman konsep; keaktifan belajar; hubungan antarsudut";;;;;;;;;;;;;;"media; media pembelajaran; desmos; pemahaman konsep; keaktifan belajar; hubungan antarsudut";;;;;;;;;20221;;;;;;;2022;;;;;;;;;PENGEMBANGAN MEDIA PEMBELAJARAN BERBASIS DESMOS UNTUK MEMFASILITASI PEMAHAMAN KONSEP DAN KEAKTIFAN BELAJAR PESERTA DIDIK DALAM MATERI HUBUNGAN ANTAR SUDUT KELAS VII SMP PEMUDA, LAMPUNG;;;;;;;;;;;;;;
191414023;191414023;;;;;;;PM;;;;;;31/12/2024;"modul; modul ajar; modul-el; trigonometri; literasi matematika";;;;;;;;;;;;;;"modul; modul ajar; modul-el; trigonometri; literasi matematika";;;;;;;;;20221;;;;;;;2022;;;;;;;;;PENGEMBANGAN MODUL AJAR ELEKTRONIK MATEMATIKA MATERI PERBANDINGAN TRIGONOMETRI YANG MEMFASILITASI KEMAMPUAN LITERASI MATEMATIS SISWA KELAS X SMA STELLA DUCE 2 YOGYAKARTA;;;;;;;;;;;;;;
191414030;191414030;;;;;;;PM;;;;;;31/12/2024;"computational thinking; bangun ruang sisi datar; problem based learning";;;;;;;;;;;;;;"computational thinking; bangun ruang sisi datar; problem based learning";;;;;;;;;20221;;;;;;;2022;;;;;;;;;ANALISIS KEMAMPUAN BERPIKIR KOMPUTASIONAL SISWA KELAS VIII B SMPK SANTA MARIA SAWANGAN PADA MATERI BANGUN RUANG SISI DATAR SETELAH MENGALAMI MODEL PEMBELAJARAN BERBASIS MASALAH;;;;;;;;;;;;;;
191414088;191414088;;;;;;;PM;;;;;;31/12/2024;"pewarnaan graf; peta";;;;;;;;;;;;;;"pewarnaan graf; peta";;;;;;;;;20221;;;;;;;2022;;;;;;;;;IMPLEMENTASI PEWARNAAN GRAF PADA PETA WILAYAH KABUPATEN BANTUL;;;;;;;;;;;;;;
191414032;191414032;;;;;;;PM;;;;;;31/12/2024;"modul; modul pembelajaran; etnosteam; segi empat";;;;;;;;;;;;;;"modul; modul pembelajaran; etnosteam; segi empat";;;;;;;;;20221;;;;;;;2022;;;;;;;;;PENGEMBANGAN MODUL PEMBELAJARAN MATEMATIKA BERBASIS ETNO-STEAM PADA MATERI BANGUN DATAR SEGI EMPAT UNTUK SISWA KELAS VII SMP PANGUDI LUHUR SRUMBUNG;;;;;;;;;;;;;;
191414094;191414094;;;;;;;PM;;;;;;31/12/2024;"etnomatematika; candi; lkpd";;;;;;;;;;;;;;"etnomatematika; candi; lkpd";;;;;;;;;20221;;;;;;;2022;;;;;;;;;EKSPLORASI ETNOMATEMATIKA PADA CANDI KALASAN DAN PENERAPANNYA PADA LEMBAR KERJA PESERTA DIDIK;;;;;;;;;;;;;;
191414080;191414080;;;;;;;PM;;;;;;31/12/2024;"berpikir kritis; berpikir kreatif; komunikasi; kolaborasi; problem based learning";;;;;;;;;;;;;;"berpikir kritis; berpikir kreatif; komunikasi; kolaborasi; problem based learning";;;;;;;;;20221;;;;;;;2022;;;;;;;;;KETERAMPILAN 4C SISWA KELAS XI TEKNIK MESIN SMK LEONARDO KLATEN TAHUN AJARAN 2022/2023 DALAM PEMBELAJARAN MATEMATIKA MENGGUNAKAN MODEL PROBLEM BASED LEARNING;;;;;;;;;;;;;;
191414078;191414078;;;;;;;PM;;;;;;31/12/2024;"metode hungarian; penugasan; algoritma gale-shapley";;;;;;;;;;;;;;"metode hungarian; penugasan; algoritma gale-shapley";;;;;;;;;20221;;;;;;;2022;;;;;;;;;IMPLEMENTASI METODE HUNGARIAN PADA MASALAH PENUGASAN KARYAWAN PENJAHIT DAN PERBANDINGAN DENGAN ALGORITMA GALE-SHAPLEY;;;;;;;;;;;;;;
191414077;191414077;;;;;;;PM;;;;;;31/12/2024;"ram; ivam; transportasi";;;;;;;;;;;;;;"ram; ivam; transportasi";;;;;;;;;20221;;;;;;;2022;;;;;;;;;IMPLEMENTASI RAM DAN IVAM DALAM PENYELESAIAN MASALAH TRANPORTASI PADA PT. MARGA NUSANTARA JAYA BANJARMASIN;;;;;;;;;;;;;;
191414069;191414069;;;;;;;PM;;;;;;31/12/2024;"penggunaan handphone; hasil belajar";;;;;;;;;;;;;;"penggunaan handphone; hasil belajar";;;;;;;;;20221;;;;;;;2022;;;;;;;;;HUBUNGAN ANTARA PENGGUNAAN HANDPHONE DENGAN HASIL BELAJAR MATEMATIKA SISWA KELAS X DI SMK KRISTEN PEDAN;;;;;;;;;;;;;;
191414020;191414020;;;;;;;PM;;;;;;31/12/2024;"etnomatematika; makanan";;;;;;;;;;;;;;"etnomatematika; makanan";;;;;;;;;20221;;;;;;;2022;;;;;;;;;KAJIAN ETNOMATEMATIKA DALAM KEGIATAN PEMBUATAN GUDEG WIJILAN DAN IMPLEMENTASINYA DALAM PEMBELAJARAN MATEMATIKA SEKOLAH MENENGAH PERTAMA (SMP) ;;;;;;;;;;;;;;
191414027;191414027;;;;;;;PM;;;;;;31/12/2024;"modul; modul pembelajaran; kurikulum merdeka; etnomatematika; trigonometri";;;;;;;;;;;;;;"modul; modul pembelajaran; kurikulum merdeka; etnomatematika; trigonometri";;;;;;;;;20221;;;;;;;2022;;;;;;;;;PENGEMBANGAN MODUL PEMBELAJARAN KURIKULUM MERDEKA BERBASIS ETNOMATEMATIKA UNTUK MATERI TRIGONOMETRI KELAS X;;;;;;;;;;;;;;
191414084;191414084;;;;;;;PM;;;;;;31/12/2024;"lkpd-el; problem based learning; pemecahan masalah; kekongruenan";;;;;;;;;;;;;;"lkpd-el; problem based learning; pemecahan masalah; kekongruenan";;;;;;;;;20221;;;;;;;2022;;;;;;;;;PENGEMBANGAN LKPD-EL BERDASARKAN PEMBELAJARAN BERBASIS MASALAH UNTUK MENDUKUNG KEMAMPUAN PEMECAHAN MASALAH MATEMATIS PADA MATERI KEKONGRUENAN  SMP KELAS IX;;;;;;;;;;;;;;
191414043;191414043;;;;;;;PM;;;;;;31/12/2024;"etnomatematika; kain tenun; modul; spltv";;;;;;;;;;;;;;"etnomatematika; kain tenun; modul; spltv";;;;;;;;;20221;;;;;;;2022;;;;;;;;;KAJIAN ETNOMATEMATIKA PADA PROSES PRODUKSI KAIN TENUN LURIK DI TENUN LURIK KURNIA BANTUL DAN IMPLEMENTASINYA PADA MODUL PEMBELAJARAN MATEMATIKA KELAS X SMA MATERI SPLTV;;;;;;;;;;;;;;
191414044;191414044;;;;;;;PM;;;;;;31/12/2024;"etnomatematika; bangunan tradisional";;;;;;;;;;;;;;"etnomatematika; bangunan tradisional";;;;;;;;;20221;;;;;;;2022;;;;;;;;;EKSPLORASI ETNOMATEMATIKA PADA BANGUNAN TRADISIONAL UMA LENGGE DI BIMA, NUSA TENGGARA BARAT DAN IMPLEMENTASINYA DALAM PEMBELAJARAN MATEMATIKA SEKOLAH MENENGAH PERTAMA;;;;;;;;;;;;;;
191414025;191414025;;;;;;;PM;;;;;;31/12/2024;"kecakapan vokasional; aritmetika sosial";;;;;;;;;;;;;;"kecakapan vokasional; aritmetika sosial";;;;;;;;;20221;;;;;;;2022;;;;;;;;;PEMBELAJARAN MATEMATIKA YANG MENGEMBANGKAN KECAKAPAN VOKASIONAL PADA PESERTA DIDIK SMPN 4 PRAMBANAN PADA TOPIK ARITMATIKA SOSIAL KELAS VII TAHUN AJARAN 2022/2023;;;;;;;;;;;;;;
191414021;191414021;;;;;;;PM;;;;;;31/12/2024;"modul; modul-el; etnomatematika; persamaan linear";;;;;;;;;;;;;;"modul; modul-el; etnomatematika; persamaan linear";;;;;;;;;20221;;;;;;;2022;;;;;;;;;PENGEMBANGAN MODUL ELEKTRONIK BERBASIS ETNOMATEMATIKA PADA MATERI PERSAMAAN LINEAR KELAS VII;;;;;;;;;;;;;;
191414060;191414060;;;;;;;PM;;;;;;31/12/2024;"etnomatematika; tradisi ruwat";;;;;;;;;;;;;;"etnomatematika; tradisi ruwat";;;;;;;;;20221;;;;;;;2022;;;;;;;;;KAJIAN ETNOMATEMATIKA PADA TRADISI RUWAT BUMI DI GUNUNG TIDAR DAN IMPLEMENTASINYA DALAM PEMBELAJARAN MATEMATIKA SMP;;;;;;;;;;;;;;
191414066;191414066;;;;;;;PM;;;;;;31/12/2024;"etnomatematika; tradisi adat; lkpd";;;;;;;;;;;;;;"etnomatematika; tradisi adat; lkpd";;;;;;;;;20221;;;;;;;2022;;;;;;;;;KAJIAN ETNOMATEMATIKA PADA TRADISI ADAT KIRAB MBAH BREGAS DI MARGOAGUNG SEYEGAN DAN IMPLEMENTASINYA DALAM DESAIN LKPD;;;;;;;;;;;;;;
191414057;191414057;;;;;;;PM;;;;;;31/12/2024;"korelasi; adversity quotient; numerasi";;;;;;;;;;;;;;"korelasi; adversity quotient; numerasi";;;;;;;;;20221;;;;;;;2022;;;;;;;;;KORELASI TIPE ADVERSITY QUOTIENT DENGAN KEMAMPUAN MENYELESAIKAN SOAL LITERASI NUMERASI PADA SISWA KELAS VIII SMP NEGERI 2 PLAYEN  ;;;;;;;;;;;;;;
191414010;191414010;;;;;;;PM;;;;;;31/12/2024;"pemecahan masalah; perbandingan berbalik nilai; problem based learning";;;;;;;;;;;;;;"pemecahan masalah; perbandingan berbalik nilai; problem based learning";;;;;;;;;20221;;;;;;;2022;;;;;;;;;ANALISIS KEMAMPUAN PEMECAHAN MASALAH SISWA KELAS VII SMP PANGUDI LUHUR SRUMBUNG PADA MATERI PERBANDINGAN BERBALIK NILAI DENGAN MENGGUNAKAN MODEL PEMBELAJARAN BERBASIS MASALAH ;;;;;;;;;;;;;;
191414037;191414037;;;;;;;PM;;;;;;31/12/2024;"pmri; permainan; pemahaman konsep; antusiasme; segitiga";;;;;;;;;;;;;;"pmri; permainan; pemahaman konsep; antusiasme; segitiga";;;;;;;;;20221;;;;;;;2022;;;;;;;;;EFEKTIVITAS MODEL PEMBELAJARAN REALISTIC MATHEMATICS EDUCATION (RME) DENGAN PERMAINAN MOGOGA DITINJAU DARI PEMAHAMAN KONSEP DAN ANTUSIASME SISWA PADA MATERI SEGITIGA KELAS VII B SMP SANTO BELLARMINUS BEKASI;;;;;;;;;;;;;;
191414040;191414040;;;;;;;PM;;;;;;31/12/2024;"open ended; berpikir kreatif; aljabar";;;;;;;;;;;;;;"open ended; berpikir kreatif; aljabar";;;;;;;;;20221;;;;;;;2022;;;;;;;;;PENGEMBANGAN PERMASALAHAN MATEMATIS BERSIFAT OPEN-ENDED UNTUK MENGUKUR KEMAMPUAN BERPIKIR KREATIF PESERTA DIDIK KELAS VII PADA MATERI ALJABAR DI SMP STELLA DUCE 1 YOGYAKARTA;;;;;;;;;;;;;;
191414008;191414008;;;;;;;PM;;;;;;31/12/2024;"kesalahan; penyajian data; model newman";;;;;;;;;;;;;;"kesalahan; penyajian data; model newman";;;;;;;;;20221;;;;;;;2022;;;;;;;;;ANALISIS KESALAHAN SISWA KELAS VII SMP NEGERI 1 CILACAP PADA SOAL CERITA MATERI PENYAJIAN DATA MENGGUNAKAN MODEL NEWMAN;;;;;;;;;;;;;;
191414063;191414063;;;;;;;PM;;;;;;31/12/2024;"etnomatematika; kain tenun";;;;;;;;;;;;;;"etnomatematika; kain tenun";;;;;;;;;20221;;;;;;;2022;;;;;;;;;EKSPLORASI ETNOMATEMATIKA PADA KAIN TENUN SUKU BADUY DI BANTEN DAN IMPLEMENTASINYA DALAM PEMBELAJARAN MATEMATIKA DI SEKOLAH MENENGAH PERTAMA;;;;;;;;;;;;;;
191414041;191414041;;;;;;;PM;;;;;;31/12/2024;"etnomatematika; makanan; problem based learning";;;;;;;;;;;;;;"etnomatematika; makanan; problem based learning";;;;;;;;;20221;;;;;;;2022;;;;;;;;;KAJIAN ETNOMATEMATIKA PADA BAKPIA PATHOK 25 DAN PENGGUNAANNYA PADA RANCANGAN PEMBELAJARAN BERBASIS MASALAH DENGAN MATERI ARITMETIKA SOSIAL KELAS VII SMP;;;;;;;;;;;;;;
191414049;191414049;;;;;;;PM;;;;;;31/12/2024;"media; media pembelajaran; musik; minat belajar; hasil belajar; bangun ruang sisi datar";;;;;;;;;;;;;;"media; media pembelajaran; musik; minat belajar; hasil belajar; bangun ruang sisi datar";;;;;;;;;20221;;;;;;;2022;;;;;;;;;PENGEMBANGAN MEDIA PEMBELAJARAN MATEMATIKA BERBASIS MUSIK UNTUK MENGEMBANGKAN MINAT DAN HASIL BELAJAR SISWA PADA MATERI BANGUN RUANG SISI DATAR KELAS 8 SMP STELLA DUCE 2 YOGYAKARTA TAHUN AJARAN 2022/2023;;;;;;;;;;;;;;
191414061;191414061;;;;;;;PM;;;;;;31/12/2024;"lkpd-el; saintifik; desmos; pemahaman konsep; kesebangunan";;;;;;;;;;;;;;"lkpd-el; saintifik; desmos; pemahaman konsep; kesebangunan";;;;;;;;;20221;;;;;;;2022;;;;;;;;;PENGEMBANGAN LKPD-EL DENGAN PENDEKATAN SAINTIFIK BERBANTUAN DESMOS CLASSROOM ACTIVITES UNTUK MENDUKUNG PEMAHAMAN KONSEP MATERI KESEBANGUNAN KELAS IX SMP TARAKANITA MAGELANG TAHUN AJARAN 2022/2023;;;;;;;;;;;;;;
191414082;191414082;;;;;;;PM;;;;;;31/12/2024;"etnomatematika; situs; handout; garis dan sudut";;;;;;;;;;;;;;"etnomatematika; situs; handout; garis dan sudut";;;;;;;;;20221;;;;;;;2022;;;;;;;;;EKSPLORASI ETNOMATEMATIKA PADA SITUS GAMBIROWATI SEBAGAI BAHAN PEMBUATAN HANDOUT MATERI GARIS DAN SUDUT FASE D;;;;;;;;;;;;;;
191414079;191414079;;;;;;;PM;;;;;;31/12/2024;"spasial; elpsa; geogebra; balok dan kubus";;;;;;;;;;;;;;"spasial; elpsa; geogebra; balok dan kubus";;;;;;;;;20221;;;;;;;2022;;;;;;;;;ANALISIS KEMAMPUAN SPASIAL PESERTA DIDIK KELAS VIII SETELAH PEMBELAJARAN DENGAN MODEL ELPSA BERBANTUAN GEOGEBRA PADA MATERI BALOK DAN KUBUS;;;;;;;;;;;;;;
191414086;191414086;;;;;;;PM;;;;;;31/12/2024;etnomatematika;;;;;;;;;;;;;;etnomatematika;;;;;;;;;20221;;;;;;;2022;;;;;;;;;EKSPLORASI ETNOMATEMATIKA PADA TRADISI GREBEG GETHUK DI KOTA MAGELANG DALAM PEMBELAJARAN MATEMATIKA SMP;;;;;;;;;;;;;;
191414012;191414012;;;;;;;PM;;;;;;31/12/2024;"orang tua; semangat belajar; persepsi";;;;;;;;;;;;;;"orang tua; semangat belajar; persepsi";;;;;;;;;20221;;;;;;;2022;;;;;;;;;PERAN ORANG TUA DALAM MENUMBUHKAN SEMANGAT BELAJAR SISWA DI RUMAH PADA MATA PELAJARAN MATEMATIKA MENURUT PERSEPSI SISWA KELAS VIII SMP N 1 TURI TAHUN AJARAN 2023/2024;;;;;;;;;;;;;;
191414087;191414087;;;;;;;PM;;;;;;31/12/2024;"berpikir kritis; berpikir kreatif; balok dan limas; pembelajaran berbasis projek";;;;;;;;;;;;;;"berpikir kritis; berpikir kreatif; balok dan limas; pembelajaran berbasis projek";;;;;;;;;20221;;;;;;;2022;;;;;;;;;ANALISIS KETERAMPILAN BERPIKIR KRITIS DAN KREATIF PESERTA DIDIK KELAS VIII PADA MATERI BALOK DAN LIMAS SETELAH PEMBELAJARAN BERBASIS PROYEK RUMAH ADAT JOGLO;;;;;;;;;;;;;;
191414081;191414081;;;;;;;PM;;;;;;31/12/2024;etnomatematika;;;;;;;;;;;;;;etnomatematika;;;;;;;;;20221;;;;;;;2022;;;;;;;;;EKSPLORASI ETNOMATEMATIKA PADA TRADISI SEDEKAH BUMI DI DESA BUTUH MAGELANG DAN IMPLEMENTASINYA DALAM PEMBELAJARAN MATEMATIKA SEKOLAH MENENGAH PERTAMA;;;;;;;;;;;;;;
191414096;191414096;;;;;;;PM;;;;;;31/12/2024;"representasi matematis; disposisi matematis; problem based learning";;;;;;;;;;;;;;"representasi matematis; disposisi matematis; problem based learning";;;;;;;;;20221;;;;;;;2022;;;;;;;;;ANALISIS KEMAMPUAN REPRESENTASI MATEMATIS DAN DISPOSISI MATEMATIS SETELAH PEMBELAJARAN DENGAN MODEL PROBLEM BASED LEARNING PADA MATERI FUNGSI KUADRAT PESERTA DIDIK KELAS X KIMIA ANALISIS B DI SMK N 2 DEPOK TAHUN AJARAN 2022/2023;;;;;;;;;;;;;;
191414051;191414051;;;;;;;PM;;;;;;31/12/2024;"literasi matematika; gaya belajar; pisa; perubahan dan hubungan";;;;;;;;;;;;;;"literasi matematika; gaya belajar; pisa; perubahan dan hubungan";;;;;;;;;20221;;;;;;;2022;;;;;;;;;ANALISIS KEMAMPUAN LITERASI MATEMATIS PESERTA DIDIK KELAS VIII F SMP NEGERI 3 YOGYAKARTA TAHUN AJARAN 2022/2023 DITINJAU DARI GAYA BELAJAR DALAM MENYELESAIKAN SOAL ADAPTASI TES PISA KONTEN PERUBAHAN DAN HUBUNGAN;;;;;;;;;;;;;;
191414018;191414018;;;;;;;PM;;;;;;31/12/2024;"modul; modul pembelajaran; fungsi kuadrat; berpikir kritis";;;;;;;;;;;;;;"modul; modul pembelajaran; fungsi kuadrat; berpikir kritis";;;;;;;;;20221;;;;;;;2022;;;;;;;;;PENGEMBANGAN MODUL PEMBELAJARAN FUNGSI KUADRAT UNTUK MEMFASILITASI PESERTA DIDIK DALAM KEMAMPUAN BERPIKIR KRITIS;;;;;;;;;;;;;;
191414006;191414006;;;;;;;PM;;;;;;31/12/2024;"modul-el; statistika; pemecahan masalah";;;;;;;;;;;;;;"modul-el; statistika; pemecahan masalah";;;;;;;;;20221;;;;;;;2022;;;;;;;;;PENGEMBANGAN E-MODUL BERBASIS FLIPBOOK PADA MATERI STATISTIKA UNTUK MEMFASILITASI PESERTA DIDIK DALAM PEMECAHAN MASALAH;;;;;;;;;;;;;;
191414100;191414100;;;;;;;PM;;;;;;31/12/2024;"desmos; fungsi kuadrat; motivasi belajar; hasil belajar";;;;;;;;;;;;;;"desmos; fungsi kuadrat; motivasi belajar; hasil belajar";;;;;;;;;20221;;;;;;;2022;;;;;;;;;EFEKTIVITAS PENGGUNAAN DESMOS DALAM PEMBELAJARAN MATEMATIKA PADA MATERI FUNGSI KUADRAT TERHADAP MOTIVASI DAN HASIL BELAJAR PESERTA DIDIK KELAS X SMA NEGERI 6 YOGYAKARTA TAHUN AJARAN 2022/2023;;;;;;;;;;;;;;
191414028;191414028;;;;;;;PM;;;;;;31/12/2024;"problem based learning; game; minat belajar; hasil belajar";;;;;;;;;;;;;;"problem based learning; game; minat belajar; hasil belajar";;;;;;;;;20221;;;;;;;2022;;;;;;;;;EFEKTIVITAS MODEL PROBLEM BASED LEARNING (PBL) YANG DILENGKAPI DENGAN GAME DALAM MENGEMBANGKAN MINAT DAN HASIL BELAJAR MATEMATIKA SISWA KELAS X DKV B SMK NEGERI 5 YOGYAKARTA TAHUN AJARAN 2022/2023;;;;;;;;;;;;;;
191414052;191414052;;;;;;;PM;;;;;;31/12/2024;"pemahaman konsep; literasi; segi empat; modul; kontekstual";;;;;;;;;;;;;;"pemahaman konsep; literasi; segi empat; modul; kontekstual";;;;;;;;;20221;;;;;;;2022;;;;;;;;;PROFIL PEMAHAMAN KONSEP DAN KEMAMPUAN LITERASI PESERTA DIDIK KELAS VII PADA MATERI SEGIEMPAT SETELAH PEMBELAJARAN MENGGUNAKAN MODUL BERBASIS KONTEKSTUAL;;;;;;;;;;;;;;
191414099;191414099;;;;;;;PM;;;;;;31/12/2024;"pemecahan masalah; literasi matematika; metakognisi; sosial ekonomi";;;;;;;;;;;;;;"pemecahan masalah; literasi matematika; metakognisi; sosial ekonomi";;;;;;;;;20221;;;;;;;2022;;;;;;;;;ANALISIS KEMAMPUAN PEMECAHAN MASALAH SISWA KELAS VIII SMP 10 TEBING TINGGI DALAM SOAL LITERASI MATEMATIKA SETELAH MENERAPKAN STRATEGI PEMBELAJARAN METAKOGNISI DITINJAU DARI STATUS SOSIAL EKONOMI ORANGTUA;;;;;;;;;;;;;;
191414005;191414005;;;;;;;PM;;;;;;31/12/2024;"lkpd; etnomatematika; gamelan";;;;;;;;;;;;;;"lkpd; etnomatematika; gamelan";;;;;;;;;20221;;;;;;;2022;;;;;;;;;PENGEMBANGAN LEMBAR KERJA PESERTA DIDIK BERBASIS ETNOMATEMATIKA GAMELAN BALI GONG KEBYAR ;;;;;;;;;;;;;;
191414054;191414054;;;;;;;PM;;;;;;31/12/2024;"etnomatematika; lkpd";;;;;;;;;;;;;;"etnomatematika; lkpd";;;;;;;;;20221;;;;;;;2022;;;;;;;;;KAJIAN ETNOMATEMATIKA PADA BUDAYA TOKOK SAGU DI KAIMANA DAN IMPLEMENTASINYA DALAM LEMBAR KERJA PESERTA DIDIK ELEKTRONIK BERBASIS FLIPBOOK;;;;;;;;;;;;;;
191414098;191414098;;;;;;;PM;;;;;;31/12/2024;"modul; modul-el; spldv; aplikasi; anyflip";;;;;;;;;;;;;;"modul; modul-el; spldv; aplikasi; anyflip";;;;;;;;;20221;;;;;;;2022;;;;;;;;;PENGEMBANGAN MODUL ELEKTRONIK UNTUK MEMFASILITASI SISWA DALAM MEMPELAJARI SISTEM PERSAMAAN LINEAR DUA VARIABEL (SPLDV) MENGGUNAKAN APLIKASI ANYFLIP;;;;;;;;;;;;;;
191414076;191414076;;;;;;;PM;;;;;;31/12/2024;"media; media pembelajaran; desmos; teorema pythagoras";;;;;;;;;;;;;;"media; media pembelajaran; desmos; teorema pythagoras";;;;;;;;;20221;;;;;;;2022;;;;;;;;;PENGEMBANGAN MEDIA PEMBELAJARAN DESMOS CLASSROOM ACTIVITIES YANG MEMFASILITASI PERSERTA DIDIK KELAS VII DI SMP NEGERI 2 YOGYAKARTA DALAM PEMAHAMAN TEOREMA PYTHAGORAS;;;;;;;;;;;;;;
191414092;191414092;;;;;;;PM;;;;;;31/12/2024;"media; media pembelajaran; desmos; akm; numerasi";;;;;;;;;;;;;;"media; media pembelajaran; desmos; akm; numerasi";;;;;;;;;20221;;;;;;;2022;;;;;;;;;ANALISIS KEMAMPUAN BERPIKIR KRITIS SISWA KELAS XI SMA NEGERI 1 NGAGLIK DALAM MENYELESAIKAN SOAL AKM NUMERASI;;;;;;;;;;;;;;
